"id","country","city","name","state","zipcode","date","gname","gaddress","website"
"279","usa","dahlonega","univ of n georgia -dahlonega","ga","30597","8/23/2017","University of North Georgia","82 College Cir, Dahlonega, GA 30597, USA","http://ung.edu/"
"280","usa","lake charles","mcneese state university","la","70609-0001","8/23/2017","McNeese State University Foundation","450 Lawton Dr, Lake Charles, LA 70605, USA","http://www.mcneese.edu/"
"281","usa","north little rock","pulaski technical college","ar","72118-3347","8/23/2017","University of Arkansas – Pulaski Technical College","3000 W Scenic Dr, North Little Rock, AR 72118, USA","http://www.pulaskitech.edu/"
"282","usa","crystal lake","mchenry county college","il","60012-2738","8/23/2017","McHenry County College","8900 US-14, Crystal Lake, IL 60012, USA","http://www.mchenry.edu/"
"283","usa","joplin","ozark christian college","mo","64801","8/23/2017","Ozark Christian College","1111 N Main St, Joplin, MO 64801, USA","http://www.occ.edu/"
"284","usa","gaffney","limestone college gaffney","sc","29340-3778","8/23/2017","Limestone College","1115 College Dr, Gaffney, SC 29340, USA","http://www.limestone.edu/"
"285","usa","fredonia","state univ coll at fredonia","ny","14063-1127","8/23/2017","State University of New York at Fredonia","280 Central Ave, Fredonia, NY 14063, USA","http://www.fredonia.edu/"
"286","usa","vermillion","university of south dakota","sd","57069-2307","8/23/2017","University of South Dakota","414 E Clark St, Vermillion, SD 57069, USA","http://www.usd.edu/"
"287","usa","beaufort","tech coll of the low ctry","sc","29902-5441","8/23/2017","Technical College of the Lowcountry","921 Ribaut Rd, Beaufort, SC 29902, USA","http://www.tcl.edu/"
"288","usa","saint petersburg","univ of south florida st petersburg","fl","33701-5016","8/23/2017","USF St Petersburg","140 7th Ave S, St. Petersburg, FL 33701, USA","http://www.usfsp.edu/"
"289","usa","scooba","east mississippi comm coll","ms","39358","8/23/2017","East Mississippi Community College","1512 Kemper St, Scooba, MS 39358, USA","http://www.eastms.edu/"
"290","usa","cocoa","eastern fl st coll - cocoa","fl","32922-6598","8/23/2017","Eastern Florida State College - Cocoa Campus","1519 Clearlake Rd, Cocoa, FL 32922, USA","http://www.easternflorida.edu/"
"291","usa","new york","city college of cuny","ny","10031-9101","8/23/2017","The City College of New York","160 Convent Ave, New York, NY 10031, USA","http://www.ccny.cuny.edu/"
"292","usa","kearney","u of nebraska-kearney","ne","68849-0001","8/23/2017","University of Nebraska Kearney","2504 9th Ave, Kearney, NE 68849, USA","http://unk.edu/"
"293","usa","duluth","lake superior college","mn","55811-3349","8/23/2017","Lake Superior College","2101 Trinity Rd, Duluth, MN 55811, USA","http://www.lsc.edu/"
"294","usa","wesley chapel","pasco hernando st coll - porter","fl","33543","8/23/2017","Pasco-Hernando State College Porter Campus at Wiregrass Ranch","2727 Mansfield Blvd, Wesley Chapel, FL 33543, USA","http://phsc.edu/"
"295","usa","san jacinto","mount san jacinto college","ca","92583","8/23/2017","Mt San Jacinto College","1499 N State St, San Jacinto, CA 92583, USA","http://www.msjc.edu/Pages/default.aspx"
"296","usa","salisbury","rowan cabarrus comm coll","nc","28146-8357","8/23/2017","Rowan-Cabarrus Community College","1333 Jake Alexander Blvd S, Salisbury, NC 28146, USA","http://www.rccc.edu/"
"297","usa","charleston","college of charleston","sc","29424-0001","8/23/2017","College of Charleston","66 George St, Charleston, SC 29424, USA","http://www.cofc.edu/"
"298","usa","milledgeville","georgia coll & state univ","ga","31061","8/23/2017","Georgia College","231 W Hancock St, Milledgeville, GA 31061, USA","http://www.gcsu.edu/"
"299","usa","columbus","capital university","oh","43209","8/23/2017","Capital University","1 College Ave, Columbus, OH 43209, USA","http://www.capital.edu/"
"300","usa","meridian","meridian cc","ms","39307-5801","8/23/2017","Meridian Community College","910 Hwy 19 N, Meridian, MS 39307, USA","http://www.mcc.cc.ms.us/"
"301","usa","albany","albany state university","ga","31705-2717","8/23/2017","Albany State University","504 College Dr, Albany, GA 31705, USA","http://www.asurams.edu/"
"302","usa","chicago","depaul university","il","60614-3282","8/23/2017","DePaul University - Welcome Center","2400 N Sheffield Ave, Chicago, IL 60614, USA","https://www.depaul.edu/"
"303","usa","san marcos","texas state univ - san marcos","tx","78666","8/23/2017","Texas State University","601 University Dr, San Marcos, TX 78666, USA","http://www.txstate.edu/"
"304","usa","wildwood","st louis comm coll - wildwood","mo","63040-1168","8/23/2017","St Louis Community College - Wildwood","2645 Generations Dr, Grover, MO 63040, USA","http://www.stlcc.edu/"
"305","usa","galesburg","carl sandburg coll-galesburg","il","61401-9574","8/23/2017","Carl Sandburg College","2400 Tom L. Wilson Blvd, Galesburg, IL 61401, USA","http://www.sandburg.edu/"
"306","usa","senatobia","northwest miss comm coll","ms","38668-1714","8/23/2017","Northwest Mississippi Community College","4975 Highway 51 N, Senatobia, MS 38668, USA","http://www.northwestms.edu/"
"307","usa","fort wayne","in univ-purdue univ - ft wayne","in","46805","8/23/2017","Indiana University – Purdue University Fort Wayne (IPFW)","2101 E Coliseum Blvd, Fort Wayne, IN 46805, USA","http://ipfw.edu/"
"308","usa","augusta","georgia regents univ","ga","30904-4562","8/23/2017","Augusta University","1120 15th St, Augusta, GA 30912, USA","http://www.augusta.edu/"
"309","usa","albuquerque","univ of new mexico sch med","nm","87131","8/23/2017","Univ of Nm School of Medicine: Valdez-Boyle Lorene S MD","1 University Of New Mexico MSC, Albuquerque, NM 87131, USA","null"
"310","usa","spruce pine","mayland community college","nc","28777-8434","8/23/2017","Mayland Community College","200 Mayland Ln, Spruce Pine, NC 28777, USA","http://www.mayland.edu/"
"311","usa","tarpon springs","st petersburg  coll-tarpon spg","fl","34689-1299","8/23/2017","St. Petersburg College - Tarpon Springs Campus","600 E Klosterman Rd, Tarpon Springs, FL 34689, USA","https://go.spcollege.edu/tsc/"
"312","usa","fredericksburg","university of mary washington","va","22401-5300","8/23/2017","University of Mary Washington","1301 College Ave, Fredericksburg, VA 22401, USA","http://www.umw.edu/"
"313","usa","iowa city","university of iowa","ia","52242","8/23/2017","The University of Iowa","Iowa City, IA 52242, USA","http://www.uiowa.edu/"
"314","usa","booneville","northeast miss cc","ms","38829-1726","8/23/2017","Northeast Mississippi Community College","101 Cunningham Blvd, Booneville, MS 38829, USA","http://www.nemcc.edu/"
"315","usa","fargo","north dakota st university","nd","58102","8/23/2017","North Dakota State University","1340 Administration Ave, Fargo, ND 58105, USA","https://www.ndsu.edu/alphaindex/buildings/Building::423"
"316","usa","high point","high point university","nc","27262-4221","8/23/2017","High Point University Student Health Services","805 Panther Drive, High Point, NC 27262, USA","http://www.cornerstonehealth.com/"
"317","usa","hilo","univ of hawaii at hilo","hi","967204091","8/23/2017","University of Hawaii at Hilo","200 W Kawili St, Hilo, HI 96720, USA","http://hilo.hawaii.edu/"
"318","usa","aurora","metropolitan st univ of denver","co","80014","8/23/2017","Metropolitan State University of Denver","1198 11th Street, Denver, CO 80204, USA","http://msudenver.edu/"
"319","usa","tupelo","itawamba cc-tupelo","ms","38804-5981","8/23/2017","Itawamba Community College Drive","Itawamba Community College Dr, Tupelo, MS 38804, USA","null"
"320","usa","oceanside","mira costa college","ca","92056","8/23/2017","MiraCosta College","1 Barnard Dr, Oceanside, CA 92056, USA","http://miracosta.edu/"
"321","usa","san diego","san diego miramar college","ca","92126","8/23/2017","San Diego Miramar College","10440 Black Mountain Rd, San Diego, CA 92126, USA","http://www.sdmiramar.edu/"
"322","usa","pembroke","univ of nc - pembroke","nc","28372","8/23/2017","The University of North Carolina at Pembroke","1 University Drive, Pembroke, NC 28372, USA","http://www.uncp.edu/"
"323","usa","richland","wsu - tri cities","wa","99354-1671","8/23/2017","Washington State University Tri-Cities","2710 Crimson Way, Richland, WA 99354, USA","http://www.tricities.wsu.edu/"
"324","usa","kutztown","kutztown university","pa","19530","8/23/2017","Kutztown University of Pennsylvania","15200 Kutztown Rd, Kutztown, PA 19530, USA","http://www.kutztown.edu/"
"325","usa","council bluffs","iowa wstn cc-council bluffs","ia","51503-1057","8/23/2017","Iowa Western Community College","2700 College Road, Council Bluffs, IA 51503, USA","http://www.iwcc.edu/"
"326","usa","wilmington","univ of nc - wilmington","nc","28403-3201","8/23/2017","University of North Carolina Wilmington","601 S College Rd, Wilmington, NC 28403, USA","http://uncw.edu/"
"327","usa","hampden sydney","hampden-sydney college","va","23943","8/23/2017","Hampden-Sydney College","80 College Rd, Hampden Sydney, VA 23943, USA","http://www.hsc.edu/"
"328","usa","fort smith","ua fort smith","ar","72904","8/23/2017","University of Arkansas - Fort Smith","5210 Grand Ave, Fort Smith, AR 72904, USA","http://uafs.edu/"
"329","usa","charleston","trident tech - palmer","sc","29403-5637","8/23/2017","Trident Technical College Palmer Campus","66 Columbus St, Charleston, SC 29403, USA","http://www.tridenttech.edu/about/locations/palmer/"
"330","usa","morgantown","west virginia university","wv","26506","8/23/2017","West Virginia University","Morgantown, WV 26506, USA","http://www.wvu.edu/"
"331","usa","lakeland","polk state coll - lakeland","fl","33803","8/23/2017","Polk State College - Lakeland Campus","3425 Winter Lake Rd, Lakeland, FL 33803, USA","http://www.polk.edu/"
"332","usa","east peoria","illinois central college","il","61635-0001","8/23/2017","Illinois Central College - East Peoria Campus","1 College Dr, East Peoria, IL 61611, USA","http://icc.edu/"
"333","usa","north las vegas","coll of s nv - cheyenne","nv","89030","8/23/2017","College of Southern Nevada North Las Vegas Campus","3200 E Cheyenne Ave, North Las Vegas, NV 89030, USA","http://www.csn.edu/about/locations/cheyenne.asp"
"334","usa","winchester","shenandoah university","va","22601-5100","8/23/2017","Shenandoah University","1460 University Dr, Winchester, VA 22601, USA","http://www.su.edu/"
"335","usa","dover","del tech & cc - dover","de","19904-1383","8/23/2017","Delaware Technical Community College - Charles L. Terry Campus - Dover","100 Campus Dr, Dover, DE 19904, USA","https://www.dtcc.edu/our-campuses/dover"
"336","usa","dickinson","dickinson state univ","nd","58601-4853","8/23/2017","Dickinson State University","291 Campus Dr, Dickinson, ND 58601, USA","http://dickinsonstate.edu/"
"337","usa","st leo","saint leo university","fl","33574","8/23/2017","Saint Leo University","33701 FL-52, St Leo, FL 33574, USA","http://www.saintleo.edu/"
"338","usa","carbondale","so illinois univ-carbondale","il","62901","8/23/2017","Southern Illinois University","1263 Lincoln Dr, Carbondale, IL 62901, USA","http://www.siu.edu/"
"339","usa","columbus","ohio state univ - main","oh","43210","8/23/2017","The Ohio State University","Columbus, OH 43210, USA","http://www.osu.edu/"
"340","usa","weatherford","southwestern okla state unv","ok","73096","8/23/2017","Southwestern Oklahoma State University","100 E Campus Dr, Weatherford, OK 73096, USA","http://www.swosu.edu/"
"341","usa","los lunas","unm-valencia","nm","87031","8/23/2017","The University of New Mexico-Valencia Campus","280 La Entrada Rd, Los Lunas, NM 87031, USA","http://valencia.unm.edu/"
"342","usa","south bend","indiana univ - south bend","in","46615-1408","8/23/2017","Indiana University South Bend","1700 Mishawaka Ave, South Bend, IN 46615, USA","http://www.iusb.edu/"
"343","usa","fort collins","colorado st univ - ft collins","co","80523","8/23/2017","Colorado State University","Fort Collins, CO 80523, USA","http://www.colostate.edu/"
"344","usa","springfield","lincoln land cmty college","il","62794-9256","8/23/2017","Lincoln Land Community College","5250 Shepherd Rd, Springfield, IL 62703, USA","http://www.llcc.edu/"
"345","usa","crookston","university of minnesota - crookston","mn","56716-5000","8/23/2017","University of Minnesota Crookston","2900 University Ave, Crookston, MN 56716, USA","http://www.crk.umn.edu/"
"346","usa","hays","fort hays state university","ks","67601-4009","8/23/2017","Fort Hays State University","600 Park St #1, Hays, KS 67601, USA","http://www.fhsu.edu/index.aspx#future_students"
"347","usa","tallahassee","tallahassee community colle","fl","32304-2815","8/23/2017","Tallahassee Community College","444 Appleyard Dr, Tallahassee, FL 32304, USA","http://www.tcc.fl.edu/"
"348","usa","farmville","longwood university","va","23909","8/23/2017","Longwood University","201 High St, Farmville, VA 23909, USA","http://www.longwood.edu/"
"349","usa","tampa","hillsborough cmty coll dm","fl","33614-7810","8/23/2017","Hillsborough Community College - Dale Mabry Campus","4001 W Tampa Bay Blvd, Tampa, FL 33614, USA","http://www.hccfl.edu/dm.aspx"
"350","usa","arlington","univ of texas - arlington","tx","76019","8/23/2017","Univ of Texas-Arlington: Qasim Syed","PO Box 19308, Arlington, TX 76019, USA","null"
"351","usa","aurora","community coll of aurora","co","80011","8/23/2017","Community College of Aurora - CentreTech Campus","16000 E Centretech Pkwy, Aurora, CO 80011, USA","http://www.ccaurora.edu/"
"352","usa","dayton","sinclair community college","oh","45402-1421","8/23/2017","Sinclair Community College","444 W Third St, Dayton, OH 45402, USA","http://www.sinclair.edu/"
"353","usa","atlanta","atlanta metro college","ga","30310-4448","8/23/2017","Atlanta Metropolitan State College","1630 Metropolitan Parkway SW, Atlanta, GA 30310, USA","http://www.atlm.edu/"
"354","usa","naples","southwest florida college","fl","33962","8/23/2017","Florida SouthWestern State College - Collier Campus","7505 Grand Lely Dr, Naples, FL 34113, USA","http://www.fsw.edu/"
"355","usa","lawrenceburg","ivy tech comm coll - lawrenceb","in","47025","8/23/2017","Ivy Tech Community College","500 Industrial Dr, Lawrenceburg, IN 47025, USA","http://www.ivytech.edu/southeast/"
"356","usa","gary","indiana univ northwest","in","46408-1101","8/23/2017","Indiana University Northwest","3400 Broadway, Gary, IN 46408, USA","http://www.iun.edu/"
"357","usa","hartford","connecticut state colleges & universities","ct","6105","8/23/2017","Connecticut State Colleges and Universities System","61 Woodland St, Hartford, CT 06105, USA","http://www.commnet.edu/"
"358","usa","palatka","st johns river st coll - palatka","fl","32177-3807","8/23/2017","St. Johns River State College","5001 St Johns Ave, Palatka, FL 32177, USA","http://www.sjrstate.edu/"
"359","usa","grand forks","university of north dakota","nd","58202","8/23/2017","University of North Dakota","Grand Forks, ND 58202, USA","http://www.und.edu/"
"360","usa","overland park","johnson county cmty college","ks","66210","8/23/2017","Johnson County Community College","12345 College Blvd, Overland Park, KS 66210, USA","http://www.jccc.edu/"
"361","usa","middletown","lord fairfax cc - middletown","va","22645-1745","8/23/2017","Lord Fairfax Community College - Middletown Campus","173 Skirmisher Ln, Middletown, VA 22645, USA","http://www.lfcc.edu/"
"362","usa","athens","ohio university - athens","oh","45701","8/23/2017","Ohio University","Athens, OH 45701, USA","http://www.ohio.edu/"
"363","usa","savannah","savannah state university","ga","31404-5254","8/23/2017","Savannah State University","3219 College St, Savannah, GA 31404, USA","http://www.savannahstate.edu/"
"364","usa","san jose","san jose state university","ca","95192","8/23/2017","San José State University","1 Washington Sq, San Jose, CA 95192, USA","http://www.sjsu.edu/"
"365","usa","detroit","wayne state university","mi","48202","8/23/2017","Wayne State University","42 W Warren Ave, Detroit, MI 48202, USA","http://wayne.edu/"
"366","usa","bettendorf","scott comm coll","ia","52722-5649","8/23/2017","Scott Community College","500 Belmont Road, Bettendorf, IA 52722, USA","https://www.eicc.edu/about-eicc/colleges-and-centers/scott-community-college.aspx"
"367","usa","rochester","rochester comm & tech coll","mn","55904-4915","8/23/2017","Rochester Community and Technical College","851 30th Ave SE, Rochester, MN 55904, USA","http://www.rctc.edu/"
"368","usa","laredo","texas a&m international u","tx","78041","8/23/2017","Texas A & M","Texas Ave, College Station, TX 77840, USA","https://www.tamu.edu/"
"369","usa","new albany","indiana univ-southeast cmp","in","47150-2158","8/23/2017","Indiana University Southeast","4201 Grant Line Rd, New Albany, IN 47150, USA","https://www.ius.edu/"
"370","usa","knoxville","university of tennessee","tn","37996-0341","8/23/2017","University of Tennessee","Knoxville, TN 37996, USA","http://www.utk.edu/"
"371","usa","smithfield","johnston community college","nc","27577-2350","8/23/2017","Johnston Community College","245 College Rd, Smithfield, NC 27577, USA","http://www.johnstoncc.edu/"
"372","usa","denton","texas womans university","tx","76204","8/23/2017","Texas Woman's University","304 Administration Dr, Denton, TX 76204, USA","http://www.twu.edu/"
"373","usa","yuma","arizona western college","az","85365","8/23/2017","Arizona Western College","2020 S Ave 8 E, Yuma, AZ 85365, USA","http://www.azwestern.edu/"
"374","usa","arcata","humboldt state university","ca","95521","8/23/2017","Humboldt State University","1 Harpst St, Arcata, CA 95521, USA","http://www.humboldt.edu/"
"375","usa","west columbia","midlands tech c-airport","sc","29170-2176","8/23/2017","Midlands Technical College - Airport Campus","1260 Lexington Dr, West Columbia, SC 29170, USA","http://www.midlandstech.edu/"
"376","usa","adrian","adrian college","mi","49221-2518","8/23/2017","Adrian College","110 S Madison St, Adrian, MI 49221, USA","http://adrian.edu/"
"377","usa","mc kenzie","bethel univ - mckenzie","tn","38201-1769","8/23/2017","Bethel University","325 Cherry Ave, McKenzie, TN 38201, USA","http://www.bethelu.edu/"
"378","usa","oglesby","ill valley comm coll","il","61348-9692","8/23/2017","Illinois Valley Community College","815 N Orlando Smith St, Oglesby, IL 61348, USA","http://www.ivcc.edu/"
"379","usa","philadelphia","la salle university","pa","19141-1108","8/23/2017","La Salle University","1900 W Olney Ave, Philadelphia, PA 19141, USA","http://www.lasalle.edu/"
"380","usa","pleasanton","chabot-las positas cc","ca","94588","8/23/2017","Chabot-Las Positas Community College District","7600 Dublin Blvd, Dublin, CA 94568, USA","http://www.clpccd.cc.ca.us/"
"381","usa","nelsonville","hocking college","oh","45764-9582","8/23/2017","Hocking College","3301 Hocking Pkwy, Nelsonville, OH 45764, USA","http://www.hocking.edu/"
"382","usa","shalimar","univ of florida-gainesville","fl","32579-1163","8/23/2017","University of Florida","Gainesville, FL 32611, USA","http://www.ufl.edu/"
"383","usa","palos hills","moraine valley cmty coll","il","60465-1444","8/23/2017","Moraine Valley Community College","9000 College Pkwy, Palos Hills, IL 60465, USA","http://www.morainevalley.edu/"
"384","usa","fredericksburg","germanna comm coll","va","22408","8/23/2017","Germanna Community College","10000 Germanna Point Dr, Fredericksburg, VA 22408, USA","http://www.germanna.edu/"
"385","usa","newark","del tech stanton/newark","de","19713-2111","8/23/2017","Delaware Technical Community College - Stanton Campus - Newark","400 Stanton Christiana Rd, Newark, DE 19713, USA","https://www.dtcc.edu/our-campuses/stanton"
"386","usa","las vegas","new mexico highlands univ","nm","87701","8/23/2017","New Mexico Highlands University","1005 Diamond St, Las Vegas, NM 87701, USA","http://nmhu.edu/"
"387","usa","white bear lake","century comm tech college","mn","55110-1842","8/23/2017","Century College","3300 Century Ave N, White Bear Lake, MN 55110, USA","https://www.century.edu/"
"388","usa","richmond","indiana univ east","in","47374-1220","8/23/2017","Indiana University East","2325 Chester Blvd, Richmond, IN 47374, USA","http://www.iue.edu/"
"389","usa","roswell","eastern nm univ - roswell","nm","88201","8/23/2017","Eastern New Mexico University - Roswell","52 University Blvd, Roswell, NM 88203, USA","http://www.roswell.enmu.edu/"
"390","usa","salt lake city","salt lake community college","ut","84123","8/23/2017","Salt Lake Community College","4600 South Redwood Road, Salt Lake City, UT 84123, USA","http://www.slcc.edu/"
"391","usa","perrysburg","owens community college","oh","43551","8/23/2017","Owens Community College","30335 Oregon Rd, Perrysburg, OH 43551, USA","https://www.owens.edu/"
"392","usa","joliet","joliet junior college","il","60431-8938","8/23/2017","Joliet Junior College","1215 Houbolt Rd, Joliet, IL 60431, USA","http://www.jjc.edu/"
"393","usa","tucson","pima cc - comm campus","az","857096000","8/23/2017","Pima Community College - Downtown Campus","1255 N Stone Ave, Tucson, AZ 85709, USA","https://www.pima.edu/campuses-centers/downtown-campus/index.html"
"394","usa","universal city","accd - ne lakeview campus","tx","78148","8/23/2017","Northeast Lakeview College","1201 Kitty Hawk Rd, Universal City, TX 78148, USA","http://www.alamo.edu/nlc/"
"395","usa","lancaster","univ of sc - lancaster","sc","29720-5615","8/23/2017","University of SC Lancaster","476 Hubbard Dr, Lancaster, SC 29720, USA","http://usclancaster.sc.edu/"
"396","usa","morganton","western piedmont cc","nc","28655-4504","8/23/2017","Western Piedmont Community College","1001 Burkemont Ave, Morganton, NC 28655, USA","http://www.wpcc.edu/"
"397","usa","tuscaloosa","shelton state cc","al","35405-8522","8/23/2017","Shelton State Community College","9500 Old Greensboro Rd, Tuscaloosa, AL 35405, USA","http://www.sheltonstate.edu/"
"398","usa","monterey park","east los angeles coll - mp","ca","91754","2/10/2015","East Los Angeles College","1301 Avenida Cesar Chavez, Monterey Park, CA 91754, USA","http://www.elac.edu/"
"399","usa","worcester","worcester state university","ma","01602-2861","2/10/2015","Worcester State University","486 Chandler St, Worcester, MA 01602, USA","https://www.worcester.edu/"
"400","usa","boulder","univ of colorado boulder","co","80309","2/10/2015","University of Colorado Boulder","Boulder, CO 80309, USA","http://www.colorado.edu/"
"401","usa","pasadena","pasadena city college","ca","91106","2/10/2015","Pasadena City College","1570 E Colorado Blvd, Pasadena, CA 91106, USA","http://www.pasadena.edu/"
"402","usa","toledo","university of toledo","oh","43606-3328","2/10/2015","The University of Toledo","2801 W Bancroft St, Toledo, OH 43606, USA","http://www.utoledo.edu/"
"403","usa","edison","middlesex cnty coll-edison","nj","8818","2/10/2015","Middlesex County College","2600 Woodbridge Ave, Edison, NJ 08837, USA","http://www.middlesexcc.edu/"
"404","usa","bronx","bronx community college","ny","10453-2804","2/10/2015","Bronx Community College","2155 University Ave, Bronx, NY 10453, USA","http://www.bcc.cuny.edu/"
"405","usa","beeville","coastal bend college","tx","78102","2/10/2015","Coastal Bend College","3800 Charco Rd, Beeville, TX 78102, USA","http://www.coastalbend.edu/"
"406","usa","tulsa","tulsa comm coll se","ok","74133","2/10/2015","Tulsa Community College - Southeast Campus","10300 E 81st St, Tulsa, OK 74133, USA","http://www.tulsacc.edu/"
"407","usa","college station","texas a&m univ - college stn","tx","77843","2/10/2015","Texas A&M University","400 Bizzell St, College Station, TX 77843, USA","http://www.tamu.edu/"
"408","usa","college park","univ maryland college park","md","20742","2/10/2015","University of Maryland","College Park, MD 20742, USA","http://www.umd.edu/"
"409","usa","huntington beach","golden west college","ca","92647","2/10/2015","Golden West College","15744 Goldenwest St, Huntington Beach, CA 92647, USA","http://www.goldenwestcollege.edu/"
"410","usa","warwick","cmty coll of r i-warwick","ri","02886-1805","2/10/2015","Knight Campus - Community College of Rhode Island (CCRI)","400 East Ave, Warwick, RI 02886, USA","http://www.ccri.edu/"
"411","usa","palm desert","college of the desert","ca","92260","2/10/2015","College of the Desert","43-500 Monterey Ave, Palm Desert, CA 92260, USA","http://www.collegeofthedesert.edu/"
"412","usa","rochester","rochester inst of tech","ny","14623-5603","2/10/2015","Rochester Institute of Technology","1 Lomb Memorial Dr, Rochester, NY 14623, USA","http://www.rit.edu/"
"413","usa","valencia","college of the canyons","ca","91355","2/10/2015","College of the Canyons","26455 Rockwell Canyon Rd, Santa Clarita, CA 91355, USA","http://www.canyons.edu/"
"414","usa","rockville","montgomery coll-rockville","md","20855-2811","2/10/2015","Montgomery College, Rockville md","734 College Pkwy, Rockville, MD 20850, USA","https://www.montgomerycollege.edu/"
"415","usa","york","hacc york","pa","17404","2/10/2015","HACC, Central Pennsylvania’s Community College York Campus","2010 Pennsylvania Ave, York, PA 17404, USA","http://www.hacc.edu/"
"416","usa","houston","univ of houston-downtown","tx","77002","2/10/2015","University of Houston-Downtown","1 Main St, Houston, TX 77002, USA","http://www.uhd.edu/"
"417","usa","austin","univ of texas - austin","tx","78712","2/10/2015","The University of Texas at Austin","Austin, TX 78712, USA","http://www.utexas.edu/"
"418","usa","baltimore","maryland inst coll of art","md","21217-4134","2/10/2015","Maryland Institute College of Art, Main Building","1300 W Mt Royal Ave, Baltimore, MD 21217, USA","http://www.mica.edu/"
"419","usa","saint petersburg","st petersburg coll-st pete/gib","fl","33710-6801","2/10/2015","SPC - St. Petersburg/Gibbs Campus","6605 5th Ave N, St. Petersburg, FL 33710, USA","http://spcollege.edu/"
"420","usa","san diego","san diego state university","ca","92182","2/10/2015","SDSU","5500 Campanile Dr, San Diego, CA 92182, USA","https://www.sdsu.edu/"
"421","usa","san diego","san diego mesa college","ca","92111","2/11/2015","San Diego Mesa College","7250 Mesa College Dr, San Diego, CA 92111, USA","http://www.sdmesa.edu/"
"422","usa","irvine","irvine valley college","ca","92618","2/11/2015","Irvine Valley College","5500 Irvine Center Dr, Irvine, CA 92618, USA","http://www.ivc.edu/"
"423","usa","menifee","mt san jacinto coll - menifee","ca","92584","2/11/2015","Mt. San Jacinto College","28237 La Piedra Rd, Menifee, CA 92584, USA","http://www.msjc.edu/"
"424","usa","san marcos","palomar college","ca","92069","2/11/2015","Palomar College","1140 W Mission Rd, San Marcos, CA 92069, USA","http://www.palomar.edu/"
"425","usa","new york","new york university","ny","10012","2/11/2015","New York University","New York, NY 10003, USA","http://www.nyu.edu/"
"426","usa","oregon city","clackamas community college","or","97045","2/11/2015","Clackamas Community College","19600 S Molalla Ave, Oregon City, OR 97045, USA","http://www.clackamas.edu/"
"427","usa","baltimore","university of maryland-baltimore cty","md","21250-0001","2/11/2015","University of Maryland - Baltimore County","1000 Hilltop Cir, Baltimore, MD 21250, USA","http://www.umbc.edu/"
"428","usa","alice","coastal bend coll/alice cmp","tx","78332","2/11/2015","Coastal Bend College","704 Coyote Trail, Alice, TX 78332, USA","http://coastalbend.edu/"
"429","usa","portsmouth","tidewater cc-portsmouth","va","23701","2/11/2015","Tidewater Community College","121 College Pl, Norfolk, VA 23510, USA","https://www.tcc.edu/"
"430","usa","flagstaff","northern arizona university","az","86011","2/11/2015","Northern Arizona University","S San Francisco St, Flagstaff, AZ 86011, USA","https://nau.edu/"
"431","usa","holyoke","holyoke comm coll","ma","01040-1091","2/11/2015","Holyoke Community College","303 Homestead Ave, Holyoke, MA 01040, USA","http://www.hcc.edu/"
"432","usa","paramus","bergen community college","nj","07652-1508","2/11/2015","Bergen Community College","400 Paramus Rd, Paramus, NJ 07652, USA","http://www.bergen.edu/"
"433","usa","nashville","lipscomb university","tn","37204","2/11/2015","Lipscomb University","1 University Park Dr, Nashville, TN 37204, USA","http://www.lipscomb.edu/"
"434","usa","trinidad","trinidad state jr college","co","81082","2/11/2015","Trinidad State Junior College","600 Prospect St, Trinidad, CO 81082, USA","http://www.trinidadstate.edu/"
"435","usa","millersville","millersville university","pa","17551","2/11/2015","Millersville University","1 S George St, Millersville, PA 17551, USA","http://www.millersville.edu/"
"436","usa","indianapolis","ivy tech comm coll - central","in","46208-5752","2/11/2015","Ivy Tech Community College Indianapolis","50 W Fall Creek Pkwy N Dr, Indianapolis, IN 46208, USA","http://www.ivytech.edu/"
"437","usa","burlington","univ of vermont","vt","05405-0001","2/11/2015","University of Vermont","Burlington, VT 05405, USA","http://www.uvm.edu/"
"438","usa","lynnwood","edmonds cmty coll-lynnwood","wa","98036","2/11/2015","Edmonds Community College","20000 68th Ave W, Lynnwood, WA 98036, USA","http://www.edcc.edu/"
"439","usa","teaneck","fdu teaneck","nj","7666","2/11/2015","Fairleigh Dickinson University","1000 River Rd, Teaneck, NJ 07666, USA","http://fdu.edu/"
"440","usa","carrollton","univ of west ga - carrollton","ga","30118-0001","2/11/2015","University of West Georgia","1601 Maple St, Carrollton, GA 30118, USA","http://www.westga.edu/"
"441","usa","des plaines","oakton community college","il","60016-1234","2/11/2015","Oakton Community College","1600 E Golf Rd, Des Plaines, IL 60016, USA","http://www.oakton.edu/"
"442","usa","reedley","reedley clg","ca","93654","2/11/2015","Reedley College","995 N Reed Ave, Reedley, CA 93654, USA","http://www.reedleycollege.edu/"
"443","usa","sweet briar","sweet briar college","va","24595-5001","2/11/2015","The Florence Elston Inn & The Conference Center at Sweet Briar College","134 chapel Rd, Sweet Briar, VA 24595, USA","http://sbc.edu/elston/"
"444","usa","ypsilanti","eastern michigan univ","mi","48197","2/11/2015","Eastern Michigan University","900 Oakwood St, Ypsilanti, MI 48197, USA","http://www.emich.edu/"
"445","usa","terre haute","indiana state university","in","47809-1902","2/11/2015","Indiana State University","200 N 7th St, Terre Haute, IN 47809, USA","http://www.indstate.edu/"
